Wall time,Step,Value
1507653723.2294106,0,0.02598462626338005
1507653831.5398731,1,0.023350123316049576
1507653940.4844341,2,0.02197764441370964
1507654049.006783,3,0.020937608554959297
1507654157.9010332,4,0.020290318876504898
1507654266.4066088,5,0.019505955278873444
1507654374.8521376,6,0.018883202224969864
1507654483.1024125,7,0.01826505735516548
1507654591.6887393,8,0.017763840034604073
1507654700.522701,9,0.01719907484948635
1507654809.141427,10,0.016891714185476303
1507654917.609175,11,0.01657009683549404
1507655026.2788482,12,0.016142206266522408
1507655134.7896748,13,0.01570442132651806
1507655243.0335195,14,0.015583578497171402
1507655351.4508185,15,0.015193536877632141
1507655459.7643034,16,0.014987080357968807
1507655568.4737859,17,0.014683561399579048
1507655676.3150117,18,0.014660390093922615
1507655784.4771473,19,0.014325320720672607
1507655892.969013,20,0.0141353290528059
1507656001.5353343,21,0.014044714160263538
1507656111.7503319,22,0.013772178441286087
1507656221.062787,23,0.013593130744993687
1507656329.6052392,24,0.013418502174317837
1507656438.4101634,25,0.013360962271690369
1507656546.587591,26,0.013108189217746258
1507656654.644301,27,0.012940882705152035
1507656763.3543537,28,0.012824241071939468
1507656873.6485977,29,0.012727141380310059
1507656982.495021,30,0.01259747613221407
1507657091.102724,31,0.012418437749147415
1507657199.524161,32,0.01228987518697977
1507657308.4270947,33,0.012235571630299091
1507657416.5920222,34,0.012075589969754219
1507657525.6862288,35,0.011891130357980728
1507657636.5497634,36,0.011975659057497978
1507657744.9666407,37,0.011753627099096775
1507657853.199349,38,0.011549798771739006
1507657961.2920709,39,0.011490474455058575
1507658070.9415948,40,0.011398828588426113
1507658180.5936024,41,0.01130924466997385
1507658288.8788772,42,0.011223597452044487
1507658397.824374,43,0.01112326793372631
1507658505.9789464,44,0.01105505507439375
1507658614.5415103,45,0.011039297096431255
1507658726.5486763,46,0.01089500728994608
1507658835.3784137,47,0.010791403241455555
1507658943.7653387,48,0.010786693543195724
1507659052.4442282,49,0.01064343098551035
1507659160.5314329,50,0.010561684146523476
1507659269.4450674,51,0.010423151776194572
1507659377.5074723,52,0.010466472245752811
1507659485.5287519,53,0.010359746403992176
1507659593.5617898,54,0.010226808488368988
1507659701.8809528,55,0.010267330333590508
1507659811.4448774,56,0.010174127295613289
1507659920.6408849,57,0.01013699546456337
1507660028.9153786,58,0.010259748436510563
1507660138.074731,59,0.010069495067000389
1507660246.7225869,60,0.010082250460982323
1507660356.987361,61,0.009817523881793022
1507660466.3543203,62,0.009834193624556065
1507660574.8840325,63,0.009827599860727787
1507660682.8663747,64,0.009639586322009563
1507660791.2095537,65,0.009618650190532207
1507660902.4512134,66,0.009697205387055874
1507661011.2539449,67,0.009535768069326878
1507661120.661835,68,0.009504309855401516
1507661228.8199427,69,0.009452566504478455
1507661337.1582687,70,0.009527111425995827
1507661447.3348856,71,0.009287191554903984
1507661555.7230873,72,0.009215743280947208
1507661664.4104242,73,0.009232165291905403
1507661772.4224904,74,0.009229841642081738
1507661881.351626,75,0.009144165553152561
1507661991.3749423,76,0.00904953945428133
1507662099.9386015,77,0.009095915593206882
1507662208.0885074,78,0.009018191136419773
1507662316.2566988,79,0.00905265100300312
1507662425.775816,80,0.008999107405543327
1507662535.3264048,81,0.008974515832960606
1507662643.8643003,82,0.008809737861156464
1507662752.4531384,83,0.008830641396343708
1507662860.4889297,84,0.008791300468146801
1507662969.1787596,85,0.008696448057889938
1507663079.2455857,86,0.00866998452693224
1507663187.6953132,87,0.008660589344799519
1507663296.109396,88,0.008667715825140476
1507663404.5555482,89,0.008588721044361591
