Wall time,Step,Value
1508067977.5782795,0,6.362562656402588
1508068101.7361233,1,9.698848724365234
1508068212.2680843,2,13.448479652404785
1508068323.0233326,3,16.03188705444336
1508068433.29271,4,18.594627380371094
1508068543.9319255,5,20.392677307128906
1508068654.3097239,6,22.28816032409668
1508068764.7639494,7,23.47209930419922
1508068875.1073399,8,24.224977493286133
1508068985.687844,9,25.801593780517578
1508069096.097036,10,26.309417724609375
1508069206.5487905,11,26.333038330078125
1508069316.8630974,12,27.08591651916504
1508069427.1363919,13,27.850605010986328
1508069537.4832604,14,28.16356658935547
1508069647.984901,15,28.455860137939453
1508069757.978397,16,29.412460327148438
1508069867.9170306,17,28.842634201049805
1508069979.3600805,18,29.749040603637695
1508070089.6934502,19,29.78742218017578
1508070200.3010776,20,30.200767517089844
1508070310.3985307,21,29.796279907226562
1508070420.774429,22,30.33953285217285
1508070530.9171085,23,31.083555221557617
1508070640.9408987,24,30.918216705322266
1508070750.882248,25,30.950693130493164
1508070861.4864957,26,30.868024826049805
1508070972.004517,27,31.29022789001465
1508071082.4029388,28,31.18393898010254
1508071192.9824762,29,31.674047470092773
1508071303.5775645,30,31.53823471069336
1508071413.5066535,31,31.576616287231445
1508071523.78165,32,32.05786895751953
1508071633.887904,33,32.190731048583984
1508071743.7993557,34,32.13167953491211
1508071854.3472257,35,32.78712844848633
1508071964.4358773,36,31.733097076416016
1508072075.0552456,37,32.1818733215332
1508072185.2849562,38,32.21730041503906
1508072295.6765022,39,32.44464111328125
1508072406.0247781,40,32.981990814208984
1508072516.4881155,41,32.16415786743164
1508072626.740816,42,32.55978775024414
1508072737.8178792,43,33.20047378540039
1508072847.6160445,44,32.816650390625
1508072957.508839,45,32.837318420410156
1508073068.3049078,46,32.92293930053711
1508073178.4258626,47,32.85798645019531
1508073288.2654297,48,33.39533615112305
1508073398.2092385,49,33.35695266723633
1508073508.6241467,50,33.436668395996094
1508073618.9197369,51,33.105995178222656
1508073728.922417,52,32.99970626831055
1508073839.2044556,53,32.934749603271484
1508073949.0299034,54,32.90817642211914
1508074059.6907237,55,33.436668395996094
1508074170.1482842,56,33.734867095947266
1508074280.350051,57,33.75258255004883
1508074390.5453768,58,33.551815032958984
1508074500.374633,59,33.714202880859375
1508074611.201416,60,34.095069885253906
1508074721.4200497,61,33.66105651855469
1508074832.0046582,62,33.897254943847656
1508074942.20062,63,33.271331787109375
1508075052.353759,64,33.9858283996582
1508075162.522977,65,34.11278533935547
1508075273.1047924,66,33.994686126708984
1508075383.0952308,67,33.51343536376953
1508075492.8526564,68,33.64924621582031
1508075602.694657,69,33.72896194458008
1508075713.0195076,70,34.224979400634766
1508075823.5873075,71,34.216121673583984
1508075933.9774096,72,33.79096603393555
1508076044.5927048,73,34.46117401123047
1508076154.5989325,74,34.21316909790039
1508076264.4834728,75,34.22793197631836
1508076374.2564678,76,33.855918884277344
1508076484.065261,77,34.086212158203125
1508076594.210907,78,34.201358795166016
1508076704.3124747,79,34.46412658691406
1508076814.2728646,80,34.91880798339844
1508076924.2264006,81,34.712135314941406
1508077034.0058205,82,34.98080825805664
1508077144.16131,83,34.862709045410156
1508077253.9258642,84,34.75346755981445
1508077364.8736212,85,34.76527786254883
1508077475.248555,86,34.49365234375
1508077585.4666922,87,34.90404510498047
1508077695.2853963,88,34.351932525634766
1508077806.0042458,89,34.41984176635742
